Data da Compra,Produto,PrecoOriginal,PrecoPago,Fornecedor,Qtd. Comprada,TotalOriginal,TotalPago,CodCliente,Região Destino
6.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,7.0,Brasil - SP
6.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,8.0,Brasil - RJ
6.3.2020,Projetor,126.9,86.29,Southridge Video,3.0,380.7,258.87,7.0,Brasil - BA
6.3.2020,Monitor,126.9,126.9,Southridge Video,3.0,380.7,380.7,2.0,Brasil - MA
6.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,9.0,Brasil - SP
6.3.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,5.0,Brasil - SP
6.3.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,10.0,Brasil - BA
7.3.2020,Monitor,56.9,55.76,Southridge Video,1.0,56.9,55.76,8.0,Brasil - MA
7.3.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,7.0,Brasil - SP
,Ar Condicionado,595.0,529.55,Contoso,1.0,595.0,529.55,5.0,Brasil - SP
7.3.2020,Rádio,4.98,4.48,Southridge Video,1.0,4.98,4.48,9.0,Brasil - BA
7.3.2020,Desktop,445.0,445.0,Southridge Video,1.0,445.0,445.0,4.0,Brasil - SP
7.3.2020,Aparelho de Som,70.13,51.9,Uno Toys,1.0,70.13,51.9,4.0,Brasil - ES
7.3.2020,Lâmpada,595.0,511.7,Contoso,1.0,595.0,511.7,1.0,Brasil - RJ
7.3.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,5.0,Brasil - SP
7.3.2020,Ar Condicionado,595.0,595.0,Southridge Video,1.0,595.0,595.0,9.0,Brasil - SP
7.3.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,4.0,Brasil - SP
7.3.2020,Ar Condicionado,595.0,595.0,Contoso,1.0,595.0,595.0,2.0,Brasil - MA
7.3.2020,Lâmpada,595.0,595.0,Contoso,5.0,2975.0,2975.0,9.0,Brasil - SP
7.3.2020,LÂMPADA,595.0,595.0,Contoso,5.0,2975.0,2975.0,6.0,Brasil - ES
7.3.2020,Lâmpada,25.0,24.0,Contoso,5.0,125.0,120.0,10.0,Brasil - RJ
7.3.2020,Ar Condicionado,25.0,25.0,Southridge Video,1.0,25.0,25.0,8.0,Brasil - SP
7.3.2020,Gravador,4.99,4.99,Uno Toys,1.0,4.99,4.99,5.0,Brasil - RJ
7.3.2020,Rádio,16.99,16.99,Southridge Video,5.0,84.95,84.95,3.0,Brasil - SP
7.3.2020,Ventilador,34.0,26.52,Uno Toys,1.0,34.0,26.52,5.0,Brasil - RJ
7.3.2020,Aparelho de Som,70.13,70.13,Uno Toys,1.0,70.13,70.13,5.0,Brasil - RJ
7.3.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,7.0,Brasil - SP
7.3.2020,Monitor,126.9,76.14,Southridge Video,1.0,126.9,76.14,9.0,Brasil - RJ
7.3.2020,Projetor,126.9,95.18,Southridge Video,1.0,126.9,95.18,6.0,Brasil - SP
7.3.2020,Monitor,126.9,100.25,Southridge Video,1.0,126.9,100.25,6.0,Brasil - RJ
7.3.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,10.0,Brasil - SP
7.3.2020,Projetor,126.9,125.63,Southridge Video,1.0,126.9,125.63,9.0,Brasil - ES
7.3.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,8.0,Brasil - BA
7.3.2020,Monitor,126.9,126.9,Southridge Video,5.0,634.5,634.5,5.0,Brasil - MA
7.3.2020,Monitor,126.9,126.9,Southridge Video,2.0,253.8,253.8,5.0,Brasil - SP
7.3.2020,Monitor,126.9,126.9,Southridge Video,2.0,253.8,253.8,5.0,Brasil - SP
8.3.2020,Ar Condicionado,595.0,595.0,Southridge Video,1.0,595.0,595.0,6.0,Brasil - SP
8.3.2020,Lâmpada,595.0,392.7,Contoso,2.0,1190.0,785.4,1.0,Brasil - SP
8.3.2020,Lâmpada,25.0,25.0,Contoso,1.0,25.0,25.0,5.0,Brasil - SP
8.3.2020,ar condicionado,25.0,25.0,Contoso,2.0,50.0,50.0,,Brasil - RJ
8.3.2020,Filmadora,12.99,12.99,Contoso,1.0,12.99,12.99,1.0,Brasil - SP
8.3.2020,Rádio,16.89,16.89,Uno Toys,3.0,50.67,50.67,8.0,Brasil - SP
8.3.2020,Rádio,4.99,4.99,Uno Toys,1.0,4.99,4.99,10.0,Brasil - BA
8.3.2020,Rádio,4.99,4.99,Uno Toys,1.0,4.99,4.99,5.0,Brasil - ES
8.3.2020,Ar Condicionado,595.0,357.0,Contoso,1.0,595.0,357.0,6.0,Brasil - RJ
8.3.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,5.0,Brasil - BA
8.3.2020,Ar Condicionado,595.0,523.6,Contoso,1.0,595.0,523.6,4.0,Brasil - RJ
8.3.2020,Lâmpada,25.0,25.0,Southridge Video,1.0,25.0,25.0,9.0,Brasil - SP
8.3.2020,Ar Condicionado,25.0,22.75,Contoso,1.0,25.0,22.75,8.0,Brasil - SP
8.3.2020,GRAVADOR,8.99,8.99,UNO TOYS,1.0,8.99,8.99,4.0,Brasil - RJ
8.3.2020,Gravador,16.89,16.89,Uno Toys,1.0,16.89,16.89,10.0,Brasil - ES
8.3.2020,Ventilador,109.0,109.0,Uno Toys,1.0,109.0,109.0,2.0,Brasil - SP
8.3.2020,Geladeira,429.0,429.0,Contoso,1.0,429.0,429.0,2.0,Brasil - SP
8.3.2020,Ventilador,70.13,70.13,Uno Toys,1.0,70.13,70.13,10.0,Brasil - ES
8.3.2020,Projetor,126.9,115.48,Southridge Video,2.0,253.8,230.96,6.0,Brasil - RJ
8.3.2020,Projetor,126.9,126.9,Southridge Video,5.0,634.5,634.5,3.0,Brasil - RJ
8.3.2020,Monitor,126.9,126.9,Southridge Video,3.0,380.7,380.7,7.0,Brasil - SP
8.3.2020,Projetor,126.9,120.56,Southridge Video,5.0,634.5,602.8,10.0,Brasil - SP
8.3.2020,Monitor,126.9,126.9,Southridge Video,5.0,634.5,634.5,10.0,Brasil - SP
8.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,2.0,Brasil - BA
8.3.2020,Projetor,126.9,111.67,Southridge Video,4.0,507.6,446.68,5.0,Brasil - RJ
8.3.2020,Monitor,126.9,126.9,Southridge Video,5.0,634.5,634.5,8.0,Brasil - RJ
8.3.2020,Projetor,126.9,126.9,Southridge Video,5.0,634.5,634.5,1.0,Brasil - ES
8.3.2020,Projetor,126.9,101.52,Southridge Video,1.0,126.9,101.52,6.0,Brasil - BA
8.3.2020,Acessório para Câmera,326.0,326.0,Wide World Importers,5.0,1630.0,1630.0,10.0,Brasil - RJ
9.3.2020,Lâmpada,595.0,362.95,Southridge Video,3.0,1785.0,1088.85,9.0,Brasil - SP
9.3.2020,Rádio,6.99,6.99,Southridge Video,1.0,6.99,6.99,8.0,Brasil - SP
9.3.2020,Ar Condicionado,68.0,61.2,Contoso,5.0,340.0,306.0,4.0,Brasil - RJ
9.3.2020,Aparelho de Som,89.0,73.87,Uno Toys,2.0,178.0,147.74,10.0,Brasil - SP
9.3.2020,Aparelho de Som,43.0,43.0,Uno Toys,1.0,43.0,43.0,4.0,Brasil - SP
9.3.2020,Gravador,16.99,16.99,Southridge Video,3.0,50.97,50.97,8.0,Brasil - SP
9.3.2020,Gravador,16.99,13.25,Southridge Video,3.0,50.97,39.75,10.0,Brasil - SP
9.3.2020,Rádio,16.99,15.12,Southridge Video,1.0,16.99,15.12,4.0,Brasil - SP
9.3.2020,Gravador,16.99,16.99,Southridge Video,1.0,16.99,16.99,10.0,Brasil - RJ
9.3.2020,Rádio,16.99,16.99,Southridge Video,1.0,16.99,16.99,8.0,Brasil - SP
9.3.2020,Rádio,16.99,11.38,Southridge Video,1.0,16.99,11.38,2.0,Brasil - SP
9.3.2020,Lâmpada,595.0,565.25,Contoso,1.0,595.0,565.25,1.0,Brasil - RJ
9.3.2020,Ar Condicionado,25.0,25.0,Contoso,1.0,25.0,25.0,3.0,Brasil - SP
9.3.2020,Gravador,16.89,13.17,Uno Toys,4.0,67.56,52.68,8.0,Brasil - SP
9.3.2020,rádio,16.89,11.99,Uno Toys,,16.89,11.99,5.0,Brasil - SP
9.3.2020,Ventilador,70.13,70.13,Uno Toys,5.0,350.65,350.65,8.0,Brasil - SP
9.3.2020,Ventilador,32.0,32.0,Uno Toys,1.0,32.0,32.0,1.0,Brasil - SP
9.3.2020,Laptop,445.0,445.0,Contoso,4.0,1780.0,1780.0,10.0,Brasil - RJ
9.3.2020,Monitor,56.9,56.9,Southridge Video,1.0,56.9,56.9,1.0,Brasil - SP
9.3.2020,Rádio,4.99,3.94,Uno Toys,3.0,14.97,11.82,4.0,Brasil - SP
9.3.2020,Ar Condicionado,595.0,595.0,Contoso,1.0,595.0,595.0,7.0,Brasil - RJ
9.3.2020,Projetor,126.9,87.56,Southridge Video,1.0,126.9,87.56,9.0,Brasil - SP
9.3.2020,Monitor,126.9,126.9,Southridge Video,2.0,253.8,253.8,5.0,Brasil - MA
9.3.2020,Projetor,126.9,110.4,Southridge Video,1.0,126.9,110.4,7.0,Brasil - SP
9.3.2020,Monitor,126.9,126.9,Southridge Video,3.0,380.7,380.7,5.0,Brasil - ES
9.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,7.0,Brasil - SP
9.3.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,10.0,Brasil - ES
9.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,7.0,Brasil - ES
9.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,5.0,Brasil - RJ
9.3.2020,Microondas,269.9,269.9,Litware ,5.0,1349.5,1349.5,2.0,Brasil - BA
10.3.2020,Lâmpada,595.0,595.0,Contoso,5.0,2975.0,2975.0,10.0,Brasil - ES
10.3.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,1.0,Brasil - SP
10.3.2020,Lâmpada,595.0,547.4,Contoso,4.0,2380.0,2189.6,9.0,Brasil - RJ
10.3.2020,Ventilador,72.45,72.45,Uno Toys,1.0,72.45,72.45,1.0,Brasil - SP
10.3.2020,Gravador,8.99,8.99,UNO TOYS,1.0,8.99,8.99,1.0,Brasil - BA
10.3.2020,Rádio,16.89,10.81,Uno Toys,1.0,16.89,10.81,2.0,Brasil - SP
10.3.2020,Gravador,16.89,10.98,Uno Toys,1.0,16.89,10.98,8.0,Brasil - RJ
10.3.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,7.0,Brasil - SP
10.3.2020,Lâmpada,595.0,595.0,Contoso,4.0,2380.0,2380.0,4.0,Brasil - RJ
10.3.2020,Ar Condicionado,595.0,446.25,Contoso,1.0,595.0,446.25,3.0,Brasil - RJ
10.3.2020,Ar Condicionado,595.0,577.15,Contoso,1.0,595.0,577.15,6.0,Brasil - SP
10.3.2020,Ventilador,109.0,109.0,Uno Toys,5.0,545.0,545.0,3.0,Brasil - MA
10.3.2020,Rádio,4.99,4.99,Uno Toys,5.0,24.95,24.95,5.0,Brasil - SP
10.3.2020,Gravador,4.99,4.99,Uno Toys,1.0,4.99,4.99,10.0,Brasil - SP
10.3.2020,MONITOR,126.9,126.9,Southridge Video,2.0,253.8,253.8,,Brasil - SP
10.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,10.0,Brasil - RJ
10.3.2020,Monitor,126.9,112.94,Southridge Video,1.0,126.9,112.94,9.0,Brasil - RJ
10.3.2020,Monitor,126.9,105.33,Southridge Video,1.0,126.9,105.33,6.0,Brasil - RJ
10.3.2020,Projetor,126.9,121.82,Southridge Video,1.0,126.9,121.82,5.0,Brasil - RJ
10.3.2020,Microondas,569.0,569.0,Litware,1.0,569.0,569.0,2.0,Brasil - SP
11.3.2020,Lâmpada,595.0,595.0,Contoso,4.0,2380.0,2380.0,6.0,Brasil - SP
11.3.2020,Ar Condicionado,25.0,25.0,Contoso,1.0,25.0,25.0,5.0,Brasil - SP
11.3.2020,Gravador,6.99,5.1,Southridge Video,5.0,34.95,25.5,9.0,Brasil - SP
11.3.2020,Geladeira,299.0,299.0,Contoso,1.0,299.0,299.0,9.0,Brasil - RJ
11.3.2020,ventilador,43.0,43.0,Uno Toys,5.0,215.0,215.0,6.0,Brasil - RJ
11.3.2020,Lâmpada,595.0,529.55,Contoso,4.0,2380.0,2118.2,1.0,Brasil - RJ
11.3.2020,Ar Condicionado,595.0,458.15,Contoso,1.0,595.0,458.15,10.0,Brasil - SP
11.3.2020,Lâmpada,25.0,25.0,Southridge Video,2.0,50.0,50.0,1.0,Brasil - RJ
11.3.2020,Rádio,8.88,8.88,Southridge Video,1.0,8.88,8.88,8.0,Brasil - RJ
11.3.2020,Rádio,6.99,6.99,Southridge Video,1.0,6.99,6.99,6.0,Brasil - ES
11.3.2020,Geladeira,329.0,230.3,Contoso,4.0,1316.0,921.2,2.0,Brasil - RJ
11.3.2020,Ar Condicionado,25.0,17.5,Contoso,4.0,100.0,70.0,8.0,Brasil - SP
11.3.2020,Ventilador,43.0,33.97,Uno Toys,1.0,43.0,33.97,1.0,Brasil - RJ
11.3.2020,Aparelho de Som,72.45,72.45,Uno Toys,1.0,72.45,72.45,1.0,Brasil - RJ
11.3.2020,Ventilador,34.0,34.0,Uno Toys,1.0,34.0,34.0,5.0,Brasil - SP
11.3.2020,Projetor,126.9,91.37,Southridge Video,2.0,253.8,182.74,2.0,Brasil - SP
11.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,6.0,Brasil - RJ
11.3.2020,Monitor,126.9,81.22,Southridge Video,1.0,126.9,81.22,1.0,Brasil - MA
11.3.2020,Monitor,126.9,126.9,Southridge Video,5.0,634.5,634.5,9.0,Brasil - BA
11.3.2020,Monitor,126.9,82.48999999999998,Southridge Video,1.0,126.9,82.48999999999998,9.0,Brasil - MA
11.3.2020,Monitor,126.9,116.75,Southridge Video,2.0,253.8,233.5,7.0,Brasil - BA
11.3.2020,Projetor,126.9,98.98,Southridge Video,5.0,634.5,494.9,9.0,Brasil - BA
11.3.2020,Monitor,126.9,126.9,Southridge Video,3.0,380.7,380.7,4.0,Brasil - RJ
11.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,2.0,Brasil - RJ
,SISTEMA AUDIVISUAL PARA CARRO,199.95,199.95,Wide World Importers,1.0,199.95,199.95,8.0,Brasil - SP
12.3.2020,Ar Condicionado,595.0,428.4,Contoso,1.0,595.0,428.4,8.0,Brasil - RJ
12.3.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,5.0,Brasil - RJ
12.3.2020,Lâmpada,25.0,25.0,Contoso,4.0,100.0,100.0,10.0,Brasil - SP
12.3.2020,Rádio,6.99,6.99,Southridge Video,1.0,6.99,6.99,4.0,Brasil - RJ
12.3.2020,Geladeira,689.0,482.3,Litware ,1.0,689.0,482.3,5.0,Brasil - SP
12.3.2020,Rádio,16.99,16.99,Southridge Video,5.0,84.95,84.95,6.0,Brasil - RJ
12.3.2020,Rádio,16.99,16.99,Southridge Video,4.0,67.96,67.96,6.0,Brasil - BA
12.3.2020,Rádio,16.99,16.99,Southridge Video,2.0,33.98,33.98,7.0,Brasil - RJ
12.3.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,8.0,Brasil - SP
12.3.2020,Lâmpada,595.0,535.5,CONTOSO,1.0,595.0,535.5,10.0,Brasil - SP
12.3.2020,Lâmpada,25.0,18.75,Contoso,5.0,125.0,93.75,2.0,Brasil - MA
12.3.2020,Lâmpada,25.0,25.0,Contoso,3.0,75.0,75.0,5.0,Brasil - ES
12.3.2020,Rádio,8.99,6.11,Uno Toys,5.0,44.95,30.55,1.0,Brasil - BA
12.3.2020,Microondas,329.0,329.0,Contoso,1.0,329.0,329.0,9.0,Brasil - SP
12.3.2020,Aparelho de Som,32.0,32.0,Uno Toys,1.0,32.0,32.0,9.0,Brasil - ES
12.3.2020,Aparelho de Som,70.13,58.91,Uno Toys,2.0,140.26,117.82,8.0,Brasil - SP
12.3.2020,Ar Condicionado,25.0,25.0,Contoso,3.0,75.0,75.0,8.0,Brasil - SP
12.3.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,2.0,Brasil - RJ
12.3.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,8.0,Brasil - RJ
12.3.2020,projetor,126.9,97.71,Southridge Video,1.0,126.9,97.71,3.0,Brasil - ES
12.3.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - ES
12.3.2020,Projetor,126.9,81.22,Southridge Video,1.0,126.9,81.22,9.0,Brasil - RJ
12.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - SP
12.3.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,9.0,Brasil - RJ
12.3.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,5.0,Brasil - SP
12.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,10.0,Brasil - SP
12.3.2020,Tablet,228.0,228.0,Proseware,1.0,228.0,228.0,8.0,Brasil - SP
12.3.2020,Smartphone,228.0,173.28,Proseware,1.0,228.0,173.28,4.0,Brasil - SP
12.3.2020,Microondas,689.0,689.0,Litware ,1.0,689.0,689.0,4.0,Brasil - SP
13.3.2020,MONITOR,69.0,55.89,Southridge Video,1.0,69.0,55.89,10.0,Brasil - SP
13.3.2020,"Impressora, Scanner & Fax",12.99,10.91,Southridge Video,3.0,38.97,32.73,7.0,Brasil - RJ
13.3.2020,Ventilador,99.75,99.75,Uno Toys,1.0,99.75,99.75,8.0,Brasil - SP
13.3.2020,Rádio,4.99,4.99,Uno Toys,1.0,4.99,4.99,7.0,Brasil - RJ
13.3.2020,Ar Condicionado,595.0,595.0,Contoso,1.0,595.0,595.0,8.0,Brasil - SP
13.3.2020,Ar Condicionado,595.0,571.2,Contoso,,595.0,571.2,7.0,Brasil - RJ
13.3.2020,Ar Condicionado,595.0,410.55,Contoso,1.0,595.0,410.55,3.0,Brasil - SP
13.3.2020,Lâmpada,25.0,25.0,Southridge Video,4.0,100.0,100.0,5.0,Brasil - RJ
13.3.2020,Ar Condicionado,25.0,25.0,Contoso,1.0,25.0,25.0,3.0,Brasil - RJ
13.3.2020,Lâmpada,25.0,25.0,Contoso,1.0,25.0,25.0,3.0,Brasil - MA
13.3.2020,Aparelho de Som,109.0,109.0,Uno Toys,4.0,436.0,436.0,,Brasil - SP
13.3.2020,Geladeira,689.0,689.0,Litware ,1.0,689.0,689.0,8.0,Brasil - RJ
13.3.2020,Acessórios para Telefone & Tablet,791.0,767.27,Contoso,2.0,1582.0,1534.54,9.0,Brasil - BA
13.3.2020,Aparelho de Som,32.0,32.0,Uno Toys,1.0,32.0,32.0,1.0,Brasil - BA
13.3.2020,Monitor,126.9,126.9,Southridge Video,5.0,634.5,634.5,3.0,Brasil - ES
13.3.2020,Monitor,126.9,125.63,Southridge Video,1.0,126.9,125.63,6.0,Brasil - RJ
13.3.2020,Monitor,126.9,76.14,Southridge Video,5.0,634.5,380.7,9.0,Brasil - SP
13.3.2020,Projetor,126.9,126.9,Southridge Video,3.0,380.7,380.7,7.0,Brasil - SP
13.3.2020,Projetor,126.9,92.64,Southridge Video,1.0,126.9,92.64,1.0,Brasil - RJ
13.3.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,6.0,Brasil - MA
13.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,4.0,Brasil - BA
13.3.2020,Smartphone,228.0,228.0,Proseware,1.0,228.0,228.0,10.0,Brasil - SP
13.3.2020,Acessórios de TV e Áudio,199.95,199.95,Wide World Importers,1.0,199.95,199.95,9.0,Brasil - RJ
13.3.2020,Acessórios de TV e Áudio,199.95,199.95,Wide World Importers,1.0,199.95,199.95,3.0,Brasil - SP
14.3.2020,Lâmpada,595.0,499.8,Contoso,1.0,595.0,499.8,10.0,Brasil - SP
14.3.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,2.0,Brasil - SP
14.3.2020,Gravador,4.99,3.14,Uno Toys,1.0,4.99,3.14,2.0,Brasil - SP
14.3.2020,Projetor,126.9,126.9,Southridge Video,2.0,253.8,253.8,5.0,Brasil - SP
14.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,5.0,Brasil - SP
14.3.2020,Ventilador,70.13,70.13,Uno Toys,1.0,70.13,70.13,5.0,Brasil - SP
14.3.2020,geladeira,199.0,199.0,CONTOSO,1.0,199.0,199.0,3.0,Brasil - SP
14.3.2020,Rádio,16.89,16.89,Uno Toys,1.0,16.89,16.89,6.0,Brasil - SP
14.3.2020,Rádio,16.89,16.89,Uno Toys,1.0,16.89,16.89,1.0,Brasil - RJ
14.3.2020,Gravador,4.98,4.98,Southridge Video,3.0,14.94,14.94,2.0,Brasil - ES
14.3.2020,Rádio,4.98,3.59,Southridge Video,4.0,19.92,14.36,5.0,Brasil - BA
14.3.2020,Rádio,16.89,16.89,Uno Toys,5.0,84.45,84.45,3.0,Brasil - SP
14.3.2020,Lâmpada,595.0,595.0,Contoso,1.0,595.0,595.0,5.0,Brasil - ES
14.3.2020,Lâmpada,595.0,595.0,Contoso,4.0,2380.0,2380.0,9.0,Brasil - ES
14.3.2020,Ar Condicionado,595.0,595.0,Contoso,1.0,595.0,595.0,4.0,Brasil - SP
14.3.2020,Lâmpada,25.0,25.0,Contoso,3.0,75.0,75.0,4.0,Brasil - SP
14.3.2020,Rádio,8.99,7.55,Uno Toys,1.0,8.99,7.55,5.0,Brasil - SP
14.3.2020,Gravador,8.99,8.99,Uno Toys,1.0,8.99,8.99,8.0,Brasil - SP
14.3.2020,Gravador,8.99,8.99,Uno Toys,1.0,8.99,8.99,1.0,Brasil - SP
14.3.2020,Gravador,6.99,6.01,Uno Toys,1.0,6.99,6.01,6.0,Brasil - MA
14.3.2020,Geladeira,409.0,409.0,Contoso,1.0,409.0,409.0,2.0,Brasil - RJ
14.3.2020,Ar Condicionado,68.0,68.0,Contoso,5.0,340.0,340.0,8.0,Brasil - SP
14.3.2020,Ar Condicionado,25.0,25.0,Contoso,1.0,25.0,25.0,4.0,Brasil - SP
14.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,3.0,Brasil - SP
14.3.2020,Projetor,126.9,96.44,Southridge Video,1.0,126.9,96.44,4.0,Brasil - ES
14.3.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,5.0,Brasil - ES
14.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - ES
14.3.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,9.0,Brasil - RJ
14.3.2020,Projetor,126.9,126.9,Southridge Video,4.0,507.6,507.6,4.0,Brasil - SP
14.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,4.0,Brasil - ES
14.3.2020,Monitor,126.9,126.9,Southridge Video,5.0,634.5,634.5,10.0,Brasil - ES
14.3.2020,Sistema Audivisual para Carro,199.95,199.95,Wide World Importers,5.0,999.75,999.75,10.0,Brasil - ES
14.3.2020,Microondas,569.0,415.37,Litware,4.0,2276.0,1661.48,9.0,Brasil - ES
14.3.2020,Telefone para Casa & Escritório,326.0,326.0,Proseware,1.0,326.0,326.0,1.0,Brasil - SP
14.3.2020,Geladeira,299.9,299.9,Litware ,1.0,299.9,299.9,3.0,Brasil - SP
15.3.2020,Ar Condicionado,595.0,595.0,Contoso,3.0,1785.0,1785.0,4.0,Brasil - SP
15.3.2020,VENTILADOR,70.13,43.48,Uno Toys,1.0,70.13,43.48,1.0,Brasil - SP
15.3.2020,Ventilador,70.13,67.32,Uno Toys,3.0,210.39,201.96,7.0,Brasil - SP
15.3.2020,Rádio,16.89,16.89,Uno Toys,5.0,84.45,84.45,3.0,Brasil - MA
15.3.2020,Gravador,16.89,16.89,Uno Toys,1.0,16.89,16.89,2.0,Brasil - MA
15.3.2020,Gravador,16.99,16.99,Southridge Video,4.0,67.96,67.96,9.0,Brasil - SP
15.3.2020,Rádio,6.99,5.24,Uno Toys,1.0,6.99,5.24,8.0,Brasil - SP
15.3.2020,Rádio,16.89,12.67,Uno Toys,1.0,16.89,12.67,8.0,Brasil - MA
15.3.2020,Aparelho de Som,32.0,27.52,Uno Toys,1.0,32.0,27.52,7.0,Brasil - ES
15.3.2020,Aparelho de Som,28.0,28.0,Uno Toys,1.0,28.0,28.0,1.0,Brasil - SP
15.3.2020,Geladeira,269.9,269.9,Litware ,3.0,809.7,809.7,3.0,Brasil - SP
15.3.2020,ventilador,70.13,49.79,Uno Toys,2.0,140.26,99.58,7.0,Brasil - RJ
15.3.2020,Gravador,4.99,4.99,Uno Toys,3.0,14.97,14.97,3.0,Brasil - SP
15.3.2020,Ar Condicionado,25.0,25.0,Southridge Video,4.0,100.0,100.0,1.0,Brasil - SP
15.3.2020,Projetor,126.9,91.37,Southridge Video,1.0,126.9,91.37,5.0,Brasil - BA
15.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,3.0,Brasil - RJ
15.3.2020,Monitor,126.9,126.9,Southridge Video,1.0,126.9,126.9,7.0,Brasil - ES
15.3.2020,Projetor,126.9,115.48,Southridge Video,2.0,253.8,230.96,10.0,Brasil - RJ
15.3.2020,Projetor,126.9,126.9,Southridge Video,5.0,634.5,634.5,7.0,Brasil - SP
15.3.2020,Monitor,126.9,92.64,Southridge Video,1.0,126.9,92.64,3.0,Brasil - SP
15.3.2020,Projetor,126.9,126.9,Southridge Video,4.0,507.6,507.6,2.0,Brasil - RJ
15.3.2020,Monitor,126.9,126.9,SOUTHRIDGE VIDEO,1.0,126.9,126.9,,Brasil - SP
15.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,1.0,Brasil - SP
15.3.2020,Projetor,126.9,126.9,Southridge Video,1.0,126.9,126.9,3.0,Brasil - RJ
15.3.2020,Projetor,126.9,126.9,Southridge Video,4.0,507.6,507.6,10.0,Brasil - ES
15.3.2020,Projetor,126.9,126.9,Southridge Video,2.0,253.8,253.8,9.0,Brasil - SP
15.3.2020,Monitor,126.9,95.18,Southridge Video,1.0,126.9,95.18,7.0,Brasil - RJ
15.3.2020,Monitor,126.9,78.68,Southridge Video,3.0,380.7,236.04,3.0,Brasil - RJ
15.3.2020,Geladeira,269.9,269.9,Litware ,5.0,1349.5,1349.5,7.0,Brasil - ES
16.3.2020,Lâmpada,25.0,25.0,Contoso,1.0,25.0,25.0,8.0,Brasil - RJ
16.3.2020,Lâmpada,25.0,25.0,Contoso,1.0,25.0,25.0,10.0,Brasil - RJ
16.3.2020,LÂMPADA,25.0,25.0,Contoso,5.0,125.0,125.0,10.0,Brasil - SP
16.3.2020,Lâmpada,25.0,19.5,Contoso,1.0,25.0,19.5,4.0,Brasil - MA
16.3.2020,Microondas,329.0,289.52,Contoso,2.0,658.0,579.04,10.0,Brasil - SP
16.3.2020,Gravador,8.99,8.99,Uno Toys,2.0,17.98,17.98,8.0,Brasil - SP
16.3.2020,Ar Condicionado,595.0,595.0,Contoso,1.0,595.0,595.0,4.0,Brasil - SP
16.3.2020,Ar Condicionado,25.0,25.0,Contoso,1.0,25.0,25.0,3.0,Brasil - RJ
16.3.2020,Gravador,16.89,15.71,Uno Toys,1.0,16.89,15.71,5.0,Brasil - SP
16.3.2020,Microondas,409.0,290.39,Contoso,2.0,818.0,580.78,9.0,Brasil - RJ
